CTLabel,BoroCode,BoroName,CT2020,BoroCT2020,CDEligibil,NTAName,NTA2020,CDTA2020,CDTANAME,GEOID,PUMA,Shape_Leng,Shape_Area,DepArea,NormalArea,GEO_ID_x,S1701_C01_001E,S1701_C01_013E,S1701_C01_014E,S1701_C01_015E,S1701_C01_016E,S1701_C01_017E,S1701_C01_018E,S1701_C01_019E,S1701_C01_020E,S1701_C01_021E,S1701_C01_022E,S1701_C01_023E,S1701_C01_024E,S1701_C01_025E,S1701_C01_026E,S1701_C01_038E,S1701_C01_039E,S1701_C01_040E,S1701_C01_041E,S1701_C01_042E,S1701_C01_043E,S1701_C01_044E,S1701_C01_045E,S1701_C02_001E,S1701_C02_013E,S1701_C02_014E,S1701_C02_015E,S1701_C02_016E,S1701_C02_017E,S1701_C02_018E,S1701_C02_019E,S1701_C02_020E,S1701_C02_021E,S1701_C02_022E,S1701_C02_023E,S1701_C02_024E,S1701_C02_025E,S1701_C02_026E,S1701_C02_038E,S1701_C02_039E,S1701_C02_040E,S1701_C02_041E,S1701_C02_042E,S1701_C02_043E,S1701_C02_044E,S1701_C02_045E,GEO_ID_y,S1901_C01_001E,S1901_C01_002E,S1901_C01_003E,S1901_C01_004E,S1901_C01_005E,S1901_C01_006E,S1901_C01_007E,S1901_C01_008E,S1901_C01_009E,S1901_C01_010E,S1901_C01_011E,S1901_C01_012E,S1901_C01_013E,GEO_ID,S1810_C01_001E,S1810_C01_004E,S1810_C01_005E,S1810_C01_006E,S1810_C01_007E,S1810_C01_008E,S1810_C01_009E,S1810_C01_010E,S1810_C01_011E,S1810_C01_012E,S1810_C01_013E,S1810_C01_014E,S1810_C01_015E,S1810_C01_016E,S1810_C01_017E,S1810_C01_018E,S1810_C01_019E,S1810_C01_029E,S1810_C01_039E,S1810_C01_047E,S1810_C01_048E,S1810_C01_049E,S1810_C01_050E,S1810_C01_051E,S1810_C01_052E,S1810_C01_053E,S1810_C01_054E,S1810_C01_055E,S1810_C01_063E,S1810_C02_001E,S1810_C02_004E,S1810_C02_005E,S1810_C02_006E,S1810_C02_007E,S1810_C02_008E,S1810_C02_009E,S1810_C02_010E,S1810_C02_011E,S1810_C02_012E,S1810_C02_019E,S1810_C02_029E,S1810_C02_039E,S1810_C02_047E,S1810_C02_048E,S1810_C02_049E,S1810_C02_050E,S1810_C02_051E,S1810_C02_052E,S1810_C02_053E,S1810_C02_054E,S1810_C02_055E,S1810_C02_063E,DepRatio,NormalRatio,dep_S1810_C01_001E,nor_S1810_C01_001E,dep_S1810_C02_001E,nor_S1810_C02_001E,dep_S1810_C02_047E,nor_S1810_C02_047E,dep_S1810_C02_004E,nor_S1810_C02_004E,dep_S1810_C02_005E,nor_S1810_C02_005E,dep_S1810_C02_006E,nor_S1810_C02_006E,dep_S1810_C02_007E,nor_S1810_C02_007E,dep_S1810_C02_008E,nor_S1810_C02_008E,dep_S1810_C02_009E,nor_S1810_C02_009E,dep_S1810_C02_010E,nor_S1810_C02_010E,dep_S1810_C02_011E,nor_S1810_C02_011E,dep_S1810_C02_012E,nor_S1810_C02_012E,dep_S1701_C01_001E,nor_S1701_C01_001E,dep_S1701_C02_001E,nor_S1701_C02_001E,dep_S1701_C02_013E,nor_S1701_C02_013E,dep_S1701_C02_014E,nor_S1701_C02_014E,dep_S1701_C02_015E,nor_S1701_C02_015E,dep_S1701_C02_016E,nor_S1701_C02_016E,dep_S1701_C02_017E,nor_S1701_C02_017E,dep_S1701_C02_018E,nor_S1701_C02_018E,dep_S1701_C02_019E,nor_S1701_C02_019E,dep_S1701_C02_020E,nor_S1701_C02_020E,dep_S1701_C02_021E,nor_S1701_C02_021E,dep_S1901_C01_001E,nor_S1901_C01_001E,dep_S1901_C01_002E,nor_S1901_C01_002E,dep_S1901_C01_003E,nor_S1901_C01_003E,dep_S1901_C01_004E,nor_S1901_C01_004E,dep_S1901_C01_005E,nor_S1901_C01_005E,dep_S1901_C01_006E,nor_S1901_C01_006E,dep_S1901_C01_007E,nor_S1901_C01_007E,dep_S1901_C01_008E,nor_S1901_C01_008E,dep_S1901_C01_009E,nor_S1901_C01_009E,dep_S1901_C01_010E,nor_S1901_C01_010E,dep_S1901_C01_011E,nor_S1901_C01_011E,dep_S1901_C01_013E,nor_S1901_C01_013E
1168.0,3.0,Brooklyn,116800.0,3116800.0,,Cypress Hills,BK0501,BK05,BK05 East New York-Cypress Hills (CD 5 Approximation),36047116800,4305.0,5447.5211087,1549247.99274,1549247.993,1549247.993,1400000US36047116800,2493,738,485,0,149,0,746,375,1639,27,1473,184,930,122,237,211,460,911,1325,1325,1578,1833,1912,391,184,112,0,0,0,93,2,341,1,119,31,63,25,0,(X),(X),(X),(X),(X),(X),(X),(X),1400000US36047116800,669,7.2,0.0,6.6,4.6,15.4,25.0,14.2,7.2,5.5,14.3,65257,97199,1400000US36047116800,2493,738,485,0,149,0,746,375,27,1639,89,710,718,908,67,1,,,,,710,1626,718,908,68,67,1,,,90,31,52,0,0,0,5,2,4,41,0,3,33,53,0,22,0,22,31,31,0,17,44,1.0000000001678235,1.0000000001678235,2493.000000418384,2493.000000418384,90.00000001510412,90.00000001510412,53.000000008894645,53.000000008894645,31.00000000520253,31.00000000520253,52.00000000872682,52.00000000872682,0.0,0.0,0.0,0.0,0.0,0.0,5.000000000839117,5.000000000839117,2.000000000335647,2.000000000335647,4.000000000671294,4.000000000671294,41.00000000688077,41.00000000688077,2493.000000418384,2493.000000418384,391.000000065619,391.000000065619,184.00000003087953,184.00000003087953,112.00000001879624,112.00000001879624,0.0,0.0,0.0,0.0,0.0,0.0,93.00000001560758,93.00000001560758,2.000000000335647,2.000000000335647,341.00000005722785,341.00000005722785,1.0000000001678235,1.0000000001678235,669.0000001122739,669.0000001122739,7.20000000120833,7.20000000120833,0.0,0.0,6.6000000011076345,6.6000000011076345,4.6000000007719875,4.6000000007719875,15.400000002584482,15.400000002584482,25.000000004195588,25.000000004195588,14.200000002383094,14.200000002383094,7.20000000120833,7.20000000120833,5.50000000092303,5.50000000092303,14.300000002399877,14.300000002399877,97199.00001631227,97199.00001631227
1170.0,3.0,Brooklyn,117000.0,3117000.0,,Cypress Hills,BK0501,BK05,BK05 East New York-Cypress Hills (CD 5 Approximation),36047117000,4305.0,5331.20060405,1653944.13235,,,1400000US36047117000,1965,275,296,0,125,0,771,498,1543,35,1379,440,447,316,176,411,919,919,919,1108,1243,1576,1854,798,86,48,0,0,0,222,442,770,14,569,196,232,129,12,(X),(X),(X),(X),(X),(X),(X),(X),1400000US36047117000,741,37.1,0.0,17.1,4.0,8.0,0.0,15.9,9.4,3.8,4.6,,50599,1400000US36047117000,1965,275,296,0,125,0,771,498,35,1543,139,263,546,812,119,86,,,,,263,1358,546,812,205,119,86,,,147,26,35,0,21,0,65,0,0,91,0,31,67,88,0,67,0,67,21,21,0,20,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1172.01,3.0,Brooklyn,117201.0,3117201.0,,Cypress Hills,BK0501,BK05,BK05 East New York-Cypress Hills (CD 5 Approximation),36047117201,4305.0,5149.18204899,1390018.2168,1390018.217,1390018.217,1400000US36047117201,2352,654,672,0,60,0,723,243,1688,60,1515,280,585,336,314,385,589,605,760,823,1167,1606,1783,534,86,181,0,24,0,223,20,329,0,263,75,131,12,45,(X),(X),(X),(X),(X),(X),(X),(X),1400000US36047117201,764,9.0,5.1,9.6,5.4,6.0,18.7,12.2,12.4,7.7,13.9,62273,99864,1400000US36047117201,2365,654,672,0,60,0,736,243,60,1701,142,426,532,974,194,97,,,,,426,1506,532,974,291,194,97,,,340,53,119,0,27,0,101,40,0,233,81,24,122,217,0,152,12,140,65,35,30,128,146,1.000000000143883,1.000000000143883,2365.000000340283,2365.000000340283,340.0000000489202,340.0000000489202,217.00000003122258,217.00000003122258,53.00000000762579,53.00000000762579,119.00000001712206,119.00000001712206,0.0,0.0,27.00000000388484,27.00000000388484,0.0,0.0,101.00000001453218,101.00000001453218,40.00000000575532,40.00000000575532,0.0,0.0,233.0000000335247,233.0000000335247,2352.0000003384125,2352.0000003384125,534.0000000768334,534.0000000768334,86.00000001237393,86.00000001237393,181.0000000260428,181.0000000260428,0.0,0.0,24.000000003453188,24.000000003453188,0.0,0.0,223.0000000320859,223.0000000320859,20.00000000287766,20.00000000287766,329.0000000473375,329.0000000473375,0.0,0.0,764.0000001099265,764.0000001099265,9.000000001294946,9.000000001294946,5.100000000733803,5.100000000733803,9.600000001381275,9.600000001381275,5.400000000776968,5.400000000776968,6.000000000863297,6.000000000863297,18.700000002690608,18.700000002690608,12.20000000175537,12.20000000175537,12.400000001784148,12.400000001784148,7.700000001107899,7.700000001107899,13.900000001999972,13.900000001999972,99864.00001436872,99864.00001436872
1172.02,3.0,Brooklyn,117202.0,3117202.0,,Cypress Hills,BK0501,BK05,BK05 East New York-Cypress Hills (CD 5 Approximation),36047117202,4305.0,5193.71814806,1634622.19469,1634622.195,1634622.195,1400000US36047117202,4681,1284,1400,0,66,8,1300,623,3018,27,3305,771,1444,572,518,324,1239,1239,1870,2172,2644,3179,3656,771,79,331,0,9,8,272,72,465,4,506,149,209,95,53,(X),(X),(X),(X),(X),(X),(X),(X),1400000US36047117202,1542,10.7,2.5,6.0,14.7,10.1,8.0,18.0,15.1,7.3,7.7,64167,82820,1400000US36047117202,4784,1284,1502,0,66,8,1300,624,27,3018,357,861,1035,2056,453,22,,,,,861,3091,1035,2056,475,453,22,,,339,83,63,0,0,0,134,59,7,282,5,42,214,167,0,103,0,103,64,57,7,133,182,1.0000000001896463,1.0000000001896463,4784.000000907268,4784.000000907268,339.0000000642901,339.0000000642901,167.00000003167094,167.00000003167094,83.00000001574064,83.00000001574064,63.00000001194772,63.00000001194772,0.0,0.0,0.0,0.0,0.0,0.0,134.00000002541262,134.00000002541262,59.00000001118913,59.00000001118913,7.000000001327524,7.000000001327524,282.0000000534803,282.0000000534803,4681.000000887734,4681.000000887734,771.0000001462173,771.0000001462173,79.00000001498206,79.00000001498206,331.0000000627729,331.0000000627729,0.0,0.0,9.000000001706816,9.000000001706816,8.00000000151717,8.00000000151717,272.0000000515838,272.0000000515838,72.00000001365453,72.00000001365453,465.0000000881855,465.0000000881855,4.000000000758585,4.000000000758585,1542.0000002924346,1542.0000002924346,10.700000002029215,10.700000002029215,2.500000000474116,2.500000000474116,6.000000001137877,6.000000001137877,14.7000000027878,14.7000000027878,10.100000001915427,10.100000001915427,8.00000000151717,8.00000000151717,18.000000003413632,18.000000003413632,15.10000000286366,15.10000000286366,7.300000001384418,7.300000001384418,7.7000000014602765,7.7000000014602765,82820.00001570651,82820.00001570651
1174.0,3.0,Brooklyn,117400.0,3117400.0,,Cypress Hills,BK0501,BK05,BK05 East New York-Cypress Hills (CD 5 Approximation),36047117400,4305.0,6842.14194405,2295155.29174,,,1400000US36047117400,4193,1586,856,0,49,0,1433,269,2978,245,2882,597,1395,389,501,611,1005,1108,1258,1406,2438,3356,3670,937,587,176,0,0,0,172,2,726,35,519,221,239,40,19,(X),(X),(X),(X),(X),(X),(X),(X),1400000US36047117400,1334,19.6,2.2,5.4,8.8,17.2,5.1,6.2,22.6,4.0,8.7,,72645,1400000US36047117400,4193,1586,856,0,49,0,1433,269,245,2978,414,428,1125,1478,459,289,,,,,428,2603,1125,1478,748,459,289,,,120,64,3,0,0,0,51,2,3,114,0,14,81,76,19,6,3,3,51,14,37,38,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1176.01,3.0,Brooklyn,117601.0,3117601.0,,Cypress Hills,BK0501,BK05,BK05 East New York-Cypress Hills (CD 5 Approximation),36047117601,4305.0,6040.0789105,1639988.19019,1639988.19,1639988.19,1400000US36047117601,3323,812,1175,0,77,0,1185,74,2558,71,2304,294,1011,663,336,100,471,695,906,1055,1838,2088,2251,324,124,74,0,25,0,100,1,265,4,189,25,118,33,13,(X),(X),(X),(X),(X),(X),(X),(X),1400000US36047117601,1015,5.7,1.2,2.9,11.3,10.2,20.6,13.2,10.2,6.1,18.5,73566,107210,1400000US36047117601,3331,812,1175,0,77,0,1193,74,71,2566,120,681,836,1355,211,128,,,,,681,2191,836,1355,339,211,128,,,378,156,62,0,15,0,145,0,16,307,36,63,158,187,0,80,0,80,107,27,80,186,178,0.9999999998841455,0.9999999998841455,3330.9999996140887,3330.9999996140887,377.999999956207,377.999999956207,186.9999999783352,186.9999999783352,155.9999999819267,155.9999999819267,61.99999999281702,61.99999999281702,0.0,0.0,14.999999998262181,14.999999998262181,0.0,0.0,144.9999999832011,144.9999999832011,0.0,0.0,15.999999998146327,15.999999998146327,306.9999999644327,306.9999999644327,3322.9999996150154,3322.9999996150154,323.9999999624631,323.9999999624631,123.99999998563403,123.99999998563403,73.99999999142676,73.99999999142676,0.0,0.0,24.999999997103636,24.999999997103636,0.0,0.0,99.99999998841454,99.99999998841454,0.9999999998841455,0.9999999998841455,264.9999999692985,264.9999999692985,3.999999999536582,3.999999999536582,1014.9999998824077,1014.9999998824077,5.699999999339629,5.699999999339629,1.1999999998609745,1.1999999998609745,2.8999999996640216,2.8999999996640216,11.299999998690843,11.299999998690843,10.199999998818283,10.199999998818283,20.5999999976134,20.5999999976134,13.19999999847072,13.19999999847072,10.199999998818283,10.199999998818283,6.099999999293287,6.099999999293287,18.49999999785669,18.49999999785669,107209.99998757923,107209.99998757923
1176.02,3.0,Brooklyn,117602.0,3117602.0,,Cypress Hills,BK0501,BK05,BK05 East New York-Cypress Hills (CD 5 Approximation),36047117602,4305.0,5876.21527273,1548008.02094,1548008.021,1548008.021,1400000US36047117602,2976,1336,253,0,180,64,613,530,2122,244,2136,377,766,557,436,188,621,746,772,890,1508,2204,2622,536,236,60,0,45,64,131,0,213,116,314,72,90,138,14,(X),(X),(X),(X),(X),(X),(X),(X),1400000US36047117602,997,4.4,4.3,14.2,6.0,7.7,28.2,8.4,16.0,6.1,4.5,56970,75470,1400000US36047117602,3043,1343,253,0,180,64,673,530,251,2182,273,436,780,1049,199,306,,,,,436,1829,780,1049,505,199,306,,,337,12,52,0,0,0,95,178,12,273,78,47,57,220,0,107,0,107,113,10,103,64,152,1.0000000000387594,1.0000000000387594,3043.000000117945,3043.000000117945,337.00000001306194,337.00000001306194,220.00000000852708,220.00000000852708,12.000000000465114,12.000000000465114,52.00000000201549,52.00000000201549,0.0,0.0,0.0,0.0,0.0,0.0,95.00000000368215,95.00000000368215,178.00000000689917,178.00000000689917,12.000000000465114,12.000000000465114,273.00000001058135,273.00000001058135,2976.000000115348,2976.000000115348,536.000000020775,536.000000020775,236.00000000914721,236.00000000914721,60.000000002325564,60.000000002325564,0.0,0.0,45.000000001744176,45.000000001744176,64.0000000024806,64.0000000024806,131.00000000507748,131.00000000507748,0.0,0.0,213.00000000825577,213.00000000825577,116.0000000044961,116.0000000044961,997.0000000386432,997.0000000386432,4.400000000170542,4.400000000170542,4.300000000166666,4.300000000166666,14.200000000550384,14.200000000550384,6.000000000232557,6.000000000232557,7.700000000298448,7.700000000298448,28.200000001093017,28.200000001093017,8.40000000032558,8.40000000032558,16.00000000062015,16.00000000062015,6.100000000236432,6.100000000236432,4.500000000174418,4.500000000174418,75470.00000292517,75470.00000292517
1178.0,3.0,Brooklyn,117800.0,3117800.0,,Cypress Hills,BK0501,BK05,BK05 East New York-Cypress Hills (CD 5 Approximation),36047117800,4305.0,5823.6975783,1528412.17249,1000884.097,1528412.172,1400000US36047117800,1782,577,218,0,224,0,720,43,1194,41,1189,397,505,175,112,69,194,869,907,907,1319,1620,1641,146,41,10,0,19,0,54,22,117,0,92,41,35,6,10,(X),(X),(X),(X),(X),(X),(X),(X),1400000US36047117800,559,7.9,0.0,3.6,21.8,11.6,26.1,13.1,6.6,6.4,2.9,55938,66458,1400000US36047117800,1782,577,218,0,224,0,720,43,41,1194,223,251,402,672,198,36,,,,,251,1074,402,672,234,198,36,,,180,29,1,0,31,0,114,5,16,128,0,0,46,165,0,133,0,133,32,18,14,28,52,0.6548522152695355,0.9999999996794059,1166.9466476103123,1781.9999994287014,117.8733987485164,179.99999994229307,108.05061551947335,164.99999994710197,18.99071424281653,28.999999990702772,0.6548522152695355,0.9999999996794059,0.0,0.0,20.3004186733556,30.999999990061582,0.0,0.0,74.65315254072705,113.99999996345227,3.2742610763476776,4.99999999839703,10.477635444312568,15.999999994870494,83.82108355450055,127.99999995896395,1166.9466476103123,1781.9999994287014,95.60842342935219,145.99999995319325,26.848940826050956,40.99999998685564,6.548522152695355,9.99999999679406,0.0,0.0,12.442192090121175,18.999999993908713,0.0,0.0,35.36201962455492,53.99999998268792,14.406748735929781,21.99999999294693,76.61770918653565,116.99999996249049,0.0,0.0,366.06238833567033,558.9999998207879,5.173332500629331,7.899999997467307,0.0,0.0,2.357467974970328,3.599999998845861,14.275778292875875,21.79999999301105,7.5962856971266115,11.599999996281108,17.09164281853488,26.099999991632494,8.578564020030916,13.099999995800216,4.322024620778934,6.599999997884079,4.191054177725028,6.399999997948198,1.8990714242816529,2.899999999070277,43520.16852238279,66457.99997869396
1180.0,3.0,Brooklyn,118000.0,3118000.0,,Highland Park-Cypress Hills Cemeteries (South),BK0571,BK05,BK05 East New York-Cypress Hills (CD 5 Approximation),36047118000,4305.0,15889.6701205,8100960.298270002,,,1400000US36047118000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(X),(X),(X),(X),(X),(X),(X),(X),1400000US36047118000,0,,,,,,,,,,,,,1400000US36047118000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1182.01,3.0,Brooklyn,118201.0,3118201.0,,Cypress Hills,BK0501,BK05,BK05 East New York-Cypress Hills (CD 5 Approximation),36047118201,4305.0,4880.98141112,1360340.15349,1360340.153,1360340.153,1400000US36047118201,3200,779,782,0,307,0,1206,126,1988,66,2069,340,723,523,483,168,340,400,638,638,1564,2284,2700,295,0,25,0,0,0,270,0,270,0,198,86,52,30,30,(X),(X),(X),(X),(X),(X),(X),(X),1400000US36047118201,957,5.2,5.7,1.7,2.6,10.3,12.3,21.5,21.7,12.6,6.2,87180,98174,1400000US36047118201,3200,779,782,0,307,0,1206,126,66,1988,250,573,926,1179,174,98,,,,,573,2105,926,1179,272,174,98,,,150,45,41,0,7,0,46,11,35,58,37,11,63,106,0,34,0,34,72,37,35,51,70,0.999999999639796,0.999999999639796,3199.9999988473473,3199.9999988473473,149.9999999459694,149.9999999459694,105.99999996181838,105.99999996181838,44.99999998379082,44.99999998379082,40.99999998523164,40.99999998523164,0.0,0.0,6.9999999974785725,6.9999999974785725,0.0,0.0,45.99999998343062,45.99999998343062,10.999999996037756,10.999999996037756,34.99999998739286,34.99999998739286,57.99999997910817,57.99999997910817,3199.9999988473473,3199.9999988473473,294.9999998937398,294.9999998937398,0.0,0.0,24.9999999909949,24.9999999909949,0.0,0.0,0.0,0.0,0.0,0.0,269.99999990274495,269.99999990274495,0.0,0.0,269.99999990274495,269.99999990274495,0.0,0.0,956.9999996552848,956.9999996552848,5.199999998126939,5.199999998126939,5.699999997946837,5.699999997946837,1.6999999993876531,1.6999999993876531,2.5999999990634697,2.5999999990634697,10.2999999962899,10.2999999962899,12.299999995569491,12.299999995569491,21.499999992255614,21.499999992255614,21.699999992183574,21.699999992183574,12.59999999546143,12.59999999546143,6.199999997766736,6.199999997766736,98173.99996463733,98173.99996463733
1182.02,3.0,Brooklyn,118202.0,3118202.0,,Cypress Hills,BK0501,BK05,BK05 East New York-Cypress Hills (CD 5 Approximation),36047118202,4305.0,4918.21296893,1337869.81944,1337869.819,1337869.819,1400000US36047118202,3022,1294,354,0,25,0,932,417,2293,263,1819,329,1060,244,186,386,792,855,1006,1153,1605,1858,2082,576,76,234,0,0,0,257,9,342,0,269,83,186,0,0,(X),(X),(X),(X),(X),(X),(X),(X),1400000US36047118202,948,13.8,0.0,5.0,1.2,25.0,7.0,9.8,19.2,8.8,10.3,62237,90207,1400000US36047118202,3022,1294,354,0,25,0,932,417,263,2293,262,608,825,1067,214,46,,,,,608,1892,825,1067,260,214,46,,,90,26,0,0,0,0,44,20,26,53,14,3,20,23,0,11,0,11,12,0,12,55,55,0.9999999996711189,0.9999999996711189,3021.999999006121,3021.999999006121,89.9999999704007,89.9999999704007,22.999999992435733,22.999999992435733,25.99999999144909,25.99999999144909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.99999998552923,43.99999998552923,19.999999993422378,19.999999993422378,25.99999999144909,25.99999999144909,52.9999999825693,52.9999999825693,3021.999999006121,3021.999999006121,575.9999998105644,575.9999998105644,75.99999997500504,75.99999997500504,233.9999999230418,233.9999999230418,0.0,0.0,0.0,0.0,0.0,0.0,256.99999991547753,256.99999991547753,8.999999997040069,8.999999997040069,341.9999998875227,341.9999998875227,0.0,0.0,947.9999996882207,947.9999996882207,13.799999995461441,13.799999995461441,0.0,0.0,4.9999999983555945,4.9999999983555945,1.1999999996053425,1.1999999996053425,24.999999991777972,24.999999991777972,6.999999997697832,6.999999997697832,9.799999996776965,9.799999996776965,19.19999999368548,19.19999999368548,8.799999997105846,8.799999997105846,10.299999996612526,10.299999996612526,90206.99997033262,90206.99997033262
1184.0,3.0,Brooklyn,118400.0,3118400.0,,Cypress Hills,BK0501,BK05,BK05 East New York-Cypress Hills (CD 5 Approximation),36047118400,4305.0,5966.70700321,2204317.88735,2204317.887,2204317.887,1400000US36047118400,4812,1823,631,0,283,0,1664,411,3500,292,3346,962,1463,308,613,229,822,912,1350,1805,2766,3783,4111,731,120,70,0,39,0,472,30,584,25,556,205,223,85,43,(X),(X),(X),(X),(X),(X),(X),(X),1400000US36047118400,1633,7.5,10.9,1.7,9.9,9.3,21.7,14.4,9.9,8.2,6.5,63454,98784,1400000US36047118400,4812,1823,631,0,283,0,1664,411,292,3500,142,880,1154,2140,374,122,,,,,880,3294,1154,2140,496,374,122,,,490,73,60,0,3,0,248,106,24,375,69,38,238,195,0,107,0,107,88,53,35,182,379,0.9999999998412208,0.9999999998412208,4811.999999235954,4811.999999235954,489.9999999221982,489.9999999221982,194.99999996903804,194.99999996903804,72.99999998840912,72.99999998840912,59.99999999047325,59.99999999047325,0.0,0.0,2.9999999995236624,2.9999999995236624,0.0,0.0,247.99999996062274,247.99999996062274,105.9999999831694,105.9999999831694,23.9999999961893,23.9999999961893,374.99999994045777,374.99999994045777,4811.999999235954,4811.999999235954,730.9999998839324,730.9999998839324,119.9999999809465,119.9999999809465,69.99999998888545,69.99999998888545,0.0,0.0,38.99999999380761,38.99999999380761,0.0,0.0,471.9999999250562,471.9999999250562,29.999999995236625,29.999999995236625,583.9999999072729,583.9999999072729,24.99999999603052,24.99999999603052,1632.9999997407135,1632.9999997407135,7.499999998809156,7.499999998809156,10.899999998269307,10.899999998269307,1.6999999997300752,1.6999999997300752,9.899999998428086,9.899999998428086,9.299999998523354,9.299999998523354,21.69999999655449,21.69999999655449,14.39999999771358,14.39999999771358,9.899999998428086,9.899999998428086,8.19999999869801,8.19999999869801,6.499999998967935,6.499999998967935,98783.99998431516,98783.99998431516
1186.0,3.0,Brooklyn,118600.0,3118600.0,,East New York-City Line,BK0505,BK05,BK05 East New York-Cypress Hills (CD 5 Approximation),36047118600,4305.0,5801.67116973,1415207.50594,1305871.679,1415207.506,1400000US36047118600,3535,469,1197,0,1057,0,761,51,1185,69,2356,679,1149,264,264,76,345,513,663,806,2385,2757,3131,232,28,26,0,10,0,168,0,190,6,145,42,80,17,6,(X),(X),(X),(X),(X),(X),(X),(X),1400000US36047118600,810,2.2,2.5,7.5,1.1,17.3,16.3,14.1,25.1,8.8,5.2,80147,91077,1400000US36047118600,3578,469,1197,0,1057,0,804,51,69,1228,216,656,858,1115,332,401,,,,,656,1973,858,1115,733,332,401,,,518,40,93,0,314,0,64,7,20,124,283,70,108,417,5,58,4,54,354,39,315,69,416,0.9227421940025836,1.0000000000423965,3301.571570141244,3578.0000001516946,477.9804564933383,518.0000000219615,384.78349489907737,417.0000000176793,36.909687760103346,40.00000000169586,85.81502404224028,93.00000000394287,0.0,0.0,289.7410489168113,314.0000000133125,0.0,0.0,59.05550041616535,64.00000000271338,6.459195358018086,7.000000000296776,18.454843880051673,20.00000000084793,114.42003205632037,124.00000000525716,3261.8936557991333,3535.0000001498715,214.07618900859939,232.000000009836,25.836781432072343,28.000000001187104,23.991297044067174,26.00000000110231,0.0,0.0,9.227421940025836,10.000000000423965,0.0,0.0,155.02068859243406,168.00000000712262,0.0,0.0,175.3210168604909,190.00000000805534,5.5364531640155015,6.00000000025438,747.4211771420927,810.0000000343412,2.030032826805684,2.2000000000932727,2.306855485006459,2.500000000105991,6.920566455019377,7.500000000317974,1.015016413402842,1.1000000000466363,15.963439956244697,17.300000000733462,15.040697762242113,16.300000000691064,13.010664935436429,14.10000000059779,23.16082906946485,25.100000001064153,8.120131307222737,8.80000000037309,4.798259408813435,5.200000000220462,84040.59080317331,91077.00000386135
1188.0,3.0,Brooklyn,118800.0,3118800.0,,East New York-City Line,BK0505,BK05,BK05 East New York-Cypress Hills (CD 5 Approximation),36047118800,4305.0,6036.01762992,1877213.4598,1149049.986,1877213.46,1400000US36047118800,5104,836,1879,0,1133,0,666,590,1288,466,3047,617,1665,376,389,1113,1329,1792,2281,2303,3227,3792,4338,1294,218,632,0,288,0,49,107,203,125,637,156,325,46,110,(X),(X),(X),(X),(X),(X),(X),(X),1400000US36047118800,1253,24.3,5.7,2.2,4.5,8.3,19.2,7.7,5.4,14.7,8.0,56599,89892,1400000US36047118800,5217,875,1879,0,1133,0,700,630,476,1391,531,949,1650,1716,182,189,,,,,949,3366,1650,1716,371,182,189,,,242,65,52,0,67,0,6,52,7,104,12,11,128,127,0,68,29,39,59,30,29,65,137,0.612104063073584,1.0000000001065408,3193.346897054888,5217.000000555823,148.12918326380733,242.00000002578287,77.73721601034516,127.00000001353068,39.78676409978296,65.00000000692515,31.829411279826367,52.00000000554012,0.0,0.0,41.010972225930125,67.00000000713823,0.0,0.0,3.672624378441504,6.000000000639245,31.829411279826367,52.00000000554012,4.284728441515088,7.000000000745786,63.658822559652734,104.00000001108025,3124.179137927573,5104.000000543784,792.0626576172177,1294.0000001378637,133.43868575004132,218.00000002322588,386.8497678625051,632.0000000673338,0.0,0.0,176.2859701651922,288.00000003068374,0.0,0.0,29.993099090605615,49.0000000052205,65.49513474887348,107.00000001139986,124.25712480393756,203.00000002162778,76.513007884198,125.0000000133176,766.9663910312007,1253.0000001334956,14.874128732688092,24.30000000258894,3.488993159519429,5.700000000607282,1.3466289387618848,2.20000000023439,2.754468283831128,4.500000000479433,5.080463723510747,8.300000000884289,11.752398011012813,19.20000000204558,4.713201285666597,7.700000000820364,3.3053619405973538,5.400000000575321,8.997929727181685,14.70000000156615,4.896832504588672,8.000000000852326,55023.25843781061,89892.00000957717
