CTLabel,BoroCode,BoroName,CT2020,BoroCT2020,CDEligibil,NTAName,NTA2020,CDTA2020,CDTANAME,GEOID,PUMA,Shape_Leng,Shape_Area
"216.01","4",Queens,"021601","4021601",,Kew Gardens,QN0901,QN09,QN09 Kew Gardens-Richmond Hill-Woodhaven (CD 9 Approximation),"36081021601","4409",8181.24644778000,2454621.66097000008
"99.03","1",Manhattan,"009903","1009903",,Chelsea-Hudson Yards,MN0401,MN04,MN04 Chelsea-Hell's Kitchen (CD 4 Approximation),"36061009903","4104",10607.85345230000,4533958.77440000046
"103","1",Manhattan,"010300","1010300",,Chelsea-Hudson Yards,MN0401,MN04,MN04 Chelsea-Hell's Kitchen (CD 4 Approximation),"36061010300","4104",5699.15381952000,1875852.82348000002
"111","1",Manhattan,"011100","1011100",,Chelsea-Hudson Yards,MN0401,MN04,MN04 Chelsea-Hell's Kitchen (CD 4 Approximation),"36061011100","4104",5695.54766640000,1889083.36875999998
"37","4",Queens,"003700","4003700",,Queensbridge-Ravenswood-Dutch Kills,QN0105,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),"36081003700","4401",16460.87720450000,4154203.05127000017
"238.04","1",Manhattan,"023804","1023804",,Upper East Side-Lenox Hill-Roosevelt Island,MN0801,MN08,MN08 Upper East Side-Roosevelt Island (CD 8 Equivalent),"36061023804","4108",10999.52932930000,2625975.48204000015
"192","1",Manhattan,"019200","1019200",,East Harlem (North),MN1102,MN11,MN11 East Harlem (CD 11 Equivalent),"36061019200","4111",7753.93385756000,2038683.49438000005
"245","1",Manhattan,"024500","1024500",,Washington Heights (South),MN1201,MN12,MN12 Washington Heights-Inwood (CD 12 Equivalent),"36061024500","4112",6448.51664749000,2284357.75798000023
"251","1",Manhattan,"025100","1025100",,Washington Heights (South),MN1201,MN12,MN12 Washington Heights-Inwood (CD 12 Equivalent),"36061025100","4112",5376.09013013000,1716083.59586000000
"291","4",Queens,"029100","4029100",,Jackson Heights,QN0301,QN03,QN03 Jackson Heights-East Elmhurst (CD 3 Approximation),"36081029100","4403",7509.23050068000,2813950.59446999989
"293","4",Queens,"029300","4029300",,Woodside,QN0203,QN02,QN02 Long Island City-Sunnyside-Woodside (CD 2 Approximation),"36081029300","4402",6144.07164018000,1628949.05765000009
"499","3",Brooklyn,"049900","3049900",,Greenpoint,BK0101,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),"36047049900","4301",5028.19148770000,1530256.85975999990
"501","3",Brooklyn,"050100","3050100",,East Williamsburg,BK0104,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),"36047050100","4301",6239.74881067000,1857456.03193999990
"515","3",Brooklyn,"051500","3051500",,Williamsburg,BK0102,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),"36047051500","4301",6866.82075561000,2013938.66454000003
"409","2",Bronx,"040900","2040900",,Bedford Park,BX0702,BX07,BX07 Fordham-Bedford Park-Norwood (CD 7 Approximation),"36005040900","4208",15453.18971860000,12556714.86600000039
"421","2",Bronx,"042100","2042100",,Norwood,BX0703,BX07,BX07 Fordham-Bedford Park-Norwood (CD 7 Approximation),"36005042100","4207",8694.25870021000,2673341.91767999995
"156.03","5",Staten Island,"015603","5015603",,Great Kills-Eltingville,SI0302,SI03,SI03 South Shore (CD 3 Approximation),"36085015603","4503",40923.49685370000,10220108.41469999962
"176","5",Staten Island,"017600","5017600",,Annadale-Huguenot-Prince's Bay-Woodrow,SI0304,SI03,SI03 South Shore (CD 3 Approximation),"36085017600","4503",26056.59741100000,35698317.66570000350
"472","4",Queens,"047200","4047200",,Jamaica Estates-Holliswood,QN0804,QN08,QN08 Fresh Meadows-Hillcrest-Briarwood (CD 8 Approximation),"36081047200","4408",10398.17189270000,5589561.62791999988
"476","4",Queens,"047600","4047600",,Jamaica Estates-Holliswood,QN0804,QN08,QN08 Fresh Meadows-Hillcrest-Briarwood (CD 8 Approximation),"36081047600","4408",11447.11282420000,5844452.79898000043
"115.02","2",Bronx,"011502","2011502",,Hunts Point,BX0201,BX02,BX02 Longwood-Hunts Point (CD 2 Approximation),"36005011502","4221",7734.17277851000,3716262.02243999997
"779.05","4",Queens,"077905","4077905",,Kew Gardens Hills,QN0801,QN08,QN08 Fresh Meadows-Hillcrest-Briarwood (CD 8 Approximation),"36081077905","4408",8340.28064924000,2932214.21553999977
"1189","4",Queens,"118900","4118900",,East Flushing,QN0705,QN07,QN07 Flushing-Murray Hill-Whitestone (CD 7 Approximation),"36081118900","4407",6005.11223331000,2176995.51809999999
"934","3",Brooklyn,"093400","3093400",,East Flatbush-Remsen Village,BK1704,BK17,BK17 East Flatbush (CD 17 Approximation),"36047093400","4317",7249.87423740000,1913424.71192999999
"936","3",Brooklyn,"093600","3093600",,East Flatbush-Rugby,BK1703,BK17,BK17 East Flatbush (CD 17 Approximation),"36047093600","4317",7495.42768972000,1777145.29358999990
"922","3",Brooklyn,"092200","3092200",,Brownsville,BK1602,BK16,BK16 Ocean Hill-Brownsville (CD 16 Approximation),"36047092200","4316",7737.11261525000,1742724.00224000006
"928","3",Brooklyn,"092800","3092800",,East Flatbush-Remsen Village,BK1704,BK17,BK17 East Flatbush (CD 17 Approximation),"36047092800","4317",5332.85510742000,1691579.21053999988
"1211","4",Queens,"121100","4121100",,Kissena Park,QN0791,QN07,QN07 Flushing-Murray Hill-Whitestone (CD 7 Approximation),"36081121100","4407",15363.25570910000,11016228.22990000062
"1417","4",Queens,"141700","4141700",,Auburndale,QN1101,QN11,QN11 Auburndale-Bayside-Douglaston (CD 11 Approximation),"36081141700","4411",15218.11935710000,9607744.96611000039
"231","2",Bronx,"023100","2023100",,Mount Hope,BX0502,BX05,BX05 Morris Heights-Mount Hope (CD 5 Approximation),"36005023100","4205",4561.29789396000,1274640.79298999999
"379","2",Bronx,"037900","2037900",,Mount Hope,BX0502,BX05,BX05 Morris Heights-Mount Hope (CD 5 Approximation),"36005037900","4205",8517.44476369000,2063169.90085999994
"381","2",Bronx,"038100","2038100",,Mount Hope,BX0502,BX05,BX05 Morris Heights-Mount Hope (CD 5 Approximation),"36005038100","4205",6821.68419728000,1623054.77206999995
"505","4",Queens,"050500","4050500",,Middle Village,QN0504,QN05,QN05 Ridgewood-Maspeth-Middle Village (CD 5 Approximation),"36081050500","4405",4575.37628243000,1254233.82337999996
"687","4",Queens,"068700","4068700",,Rego Park,QN0601,QN06,QN06 Forest Hills-Rego Park (CD 6 Approximation),"36081068700","4406",8338.97209493000,2999985.09023999982
"666","3",Brooklyn,"066600","3066600",,Marine Park-Plumb Island,BK1891,BK18,BK18 Canarsie-Flatlands (CD 18 Approximation),"36047066600","4318",96948.25078780000,43267147.78480000049
"702.02","3",Brooklyn,"070202","3070202",,Barren Island-Floyd Bennett Field,BK5691,BK56,BK56 Jamaica Bay (West) (JIA 56 Approximation),"36047070202","4318",44394.32944550000,54676051.41539999843
"83","2",Bronx,"008300","2008300",,Longwood,BX0202,BX02,BX02 Longwood-Hunts Point (CD 2 Approximation),"36005008300","4221",6858.85906308000,2303688.04626999982
"160.02","1",Manhattan,"016002","1016002",,East Harlem (South),MN1101,MN11,MN11 East Harlem (CD 11 Equivalent),"36061016002","4111",3122.68962948000,554133.19015599997
"168","1",Manhattan,"016800","1016800",,East Harlem (South),MN1101,MN11,MN11 East Harlem (CD 11 Equivalent),"36061016800","4111",6263.40903543000,2151969.42963000014
"79","1",Manhattan,"007900","1007900",,West Village,MN0203,MN02,MN02 Greenwich Village-SoHo (CD 2 Equivalent),"36061007900","4121",10901.49285660000,2986116.29377999995
"69","1",Manhattan,"006900","1006900",,West Village,MN0203,MN02,MN02 Greenwich Village-SoHo (CD 2 Equivalent),"36061006900","4121",7531.25693655000,2362610.04716000007
"75","1",Manhattan,"007500","1007500",,West Village,MN0203,MN02,MN02 Greenwich Village-SoHo (CD 2 Equivalent),"36061007500","4121",7691.26070307000,1778285.53025999991
"141.01","3",Brooklyn,"014101","3014101",,Park Slope,BK0602,BK06,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),"36047014101","4306",4184.63223560000,816606.78087599995
"141.02","3",Brooklyn,"014102","3014102",,Windsor Terrace-South Slope,BK0701,BK07,BK07 Sunset Park-Windsor Terrace (CD 7 Approximation),"36047014102","4307",4395.22670007000,970475.05376399995
"641.02","4",Queens,"064102","4064102",,Forest Park,QN8291,QN82,QN82 Forest Park (JIA 82 Approximation),"36081064102","4409",29484.78775230000,24010776.92990000173
"773","4",Queens,"077300","4077300",,Kew Gardens,QN0901,QN09,QN09 Kew Gardens-Richmond Hill-Woodhaven (CD 9 Approximation),"36081077300","4409",9420.85015643000,3012875.41251000017
"151","2",Bronx,"015100","2015100",,Morrisania,BX0301,BX03,BX03 Morrisania-Crotona Park East (CD 3 Approximation),"36005015100","4263",7590.12167593000,2253623.72757000010
"163","2",Bronx,"016300","2016300",,Crotona Park,BX0391,BX03,BX03 Morrisania-Crotona Park East (CD 3 Approximation),"36005016300","4263",11725.24601740000,6339739.03423000034
"98","1",Manhattan,"009800","1009800",,East Midtown-Turtle Bay,MN0604,MN06,MN06 East Midtown-Murray Hill (CD 6 Approximation),"36061009800","4165",5534.31984616000,1906396.56071000011
"86.03","1",Manhattan,"008603","1008603",,East Midtown-Turtle Bay,MN0604,MN06,MN06 East Midtown-Murray Hill (CD 6 Approximation),"36061008603","4165",4947.76621560000,1252406.90818000003
"90","1",Manhattan,"009000","1009000",,East Midtown-Turtle Bay,MN0604,MN06,MN06 East Midtown-Murray Hill (CD 6 Approximation),"36061009000","4165",5530.99323190000,1882584.35324000008
"319.01","5",Staten Island,"031901","5031901",,Mariner's Harbor-Arlington-Graniteville,SI0107,SI01,SI01 North Shore (CD 1 Equivalent),"36085031901","4501",8254.98360708000,4127906.42799999984
"861","4",Queens,"086100","4086100",,East Flushing,QN0705,QN07,QN07 Flushing-Murray Hill-Whitestone (CD 7 Approximation),"36081086100","4407",6467.95580252000,1605948.16864000005
"1201","4",Queens,"120100","4120100",,East Flushing,QN0705,QN07,QN07 Flushing-Murray Hill-Whitestone (CD 7 Approximation),"36081120100","4407",6506.48553177000,1753647.13369999989
"814","4",Queens,"081400","4081400",,South Ozone Park,QN1001,QN10,QN10 South Ozone Park-Howard Beach (CD 10 Approximation),"36081081400","4410",8567.61767698000,3973225.72410999984
"237.03","2",Bronx,"023703","2023703",,Fordham Heights,BX0503,BX05,BX05 Morris Heights-Mount Hope (CD 5 Approximation),"36005023703","4205",4924.11199283000,1071852.08422000008
"552","4",Queens,"055200","4055200",,Queens Village,QN1303,QN13,QN13 Queens Village-Bellerose-Rosedale (CD 13 Approximation),"36081055200","4413",10946.59723210000,4495891.02271000016
"1301","4",Queens,"130100","4130100",,Bellerose,QN1302,QN13,QN13 Queens Village-Bellerose-Rosedale (CD 13 Approximation),"36081130100","4413",11501.74386020000,7518443.87287000101
"235.01","2",Bronx,"023501","2023501",,Mount Hope,BX0502,BX05,BX05 Morris Heights-Mount Hope (CD 5 Approximation),"36005023501","4205",4911.68948864000,736577.68696600001
"235.02","2",Bronx,"023502","2023502",,Mount Hope,BX0502,BX05,BX05 Morris Heights-Mount Hope (CD 5 Approximation),"36005023502","4205",6400.70353667000,1034853.34089999995
"1118","3",Brooklyn,"111800","3111800",,East New York-New Lots,BK0503,BK05,BK05 East New York-Cypress Hills (CD 5 Approximation),"36047111800","4305",5293.80118757000,1749948.97687999997
"1120","3",Brooklyn,"112000","3112000",,East New York-New Lots,BK0503,BK05,BK05 East New York-Cypress Hills (CD 5 Approximation),"36047112000","4305",5494.50682617000,1857817.18277999992
"596","4",Queens,"059600","4059600",,Cambria Heights,QN1304,QN13,QN13 Queens Village-Bellerose-Rosedale (CD 13 Approximation),"36081059600","4413",6089.76734843000,2094112.20656000008
"709","4",Queens,"070900","4070900",,Forest Hills,QN0602,QN06,QN06 Forest Hills-Rego Park (CD 6 Approximation),"36081070900","4406",7479.46710965000,2364591.16843000008
"711","4",Queens,"071100","4071100",,Forest Hills,QN0602,QN06,QN06 Forest Hills-Rego Park (CD 6 Approximation),"36081071100","4406",12845.68517840000,3951135.96350000007
"600","4",Queens,"060000","4060000",,Cambria Heights,QN1304,QN13,QN13 Queens Village-Bellerose-Rosedale (CD 13 Approximation),"36081060000","4413",5784.24185868000,1902339.61495999992
"622","4",Queens,"062200","4062200",,Cambria Heights,QN1304,QN13,QN13 Queens Village-Bellerose-Rosedale (CD 13 Approximation),"36081062200","4413",10231.00054940000,4707833.00549999997
"163","4",Queens,"016300","4016300",,Astoria (East)-Woodside (North),QN0104,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),"36081016300","4401",7722.43389809000,2353270.04327999987
"295","4",Queens,"029500","4029500",,Astoria (East)-Woodside (North),QN0104,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),"36081029500","4401",7115.98063816000,1968262.68503000005
"592","4",Queens,"059200","4059200",,Cambria Heights,QN1304,QN13,QN13 Queens Village-Bellerose-Rosedale (CD 13 Approximation),"36081059200","4413",8759.25987180000,2441978.00717000011
"594","4",Queens,"059400","4059400",,Cambria Heights,QN1304,QN13,QN13 Queens Village-Bellerose-Rosedale (CD 13 Approximation),"36081059400","4413",7041.47602501000,2389902.16420000000
"703","4",Queens,"070300","4070300",,Rego Park,QN0601,QN06,QN06 Forest Hills-Rego Park (CD 6 Approximation),"36081070300","4406",9259.26063307000,2596327.23247999977
"136","4",Queens,"013600","4013600",,Kew Gardens,QN0901,QN09,QN09 Kew Gardens-Richmond Hill-Woodhaven (CD 9 Approximation),"36081013600","4409",5973.83264719000,1632351.04303999990
"138","4",Queens,"013800","4013800",,Kew Gardens,QN0901,QN09,QN09 Kew Gardens-Richmond Hill-Woodhaven (CD 9 Approximation),"36081013800","4409",8140.42160538000,1828864.04502999992
"679","4",Queens,"067900","4067900",,Middle Village,QN0504,QN05,QN05 Ridgewood-Maspeth-Middle Village (CD 5 Approximation),"36081067900","4405",9105.65083950000,2726931.60741999978
"697.02","4",Queens,"069702","4069702",,Rego Park,QN0601,QN06,QN06 Forest Hills-Rego Park (CD 6 Approximation),"36081069702","4406",8996.60255517000,4839044.78669000044
"534.01","4",Queens,"053401","4053401",,Cambria Heights,QN1304,QN13,QN13 Queens Village-Bellerose-Rosedale (CD 13 Approximation),"36081053401","4413",7981.29922813000,2799985.40422999999
"598","4",Queens,"059800","4059800",,Cambria Heights,QN1304,QN13,QN13 Queens Village-Bellerose-Rosedale (CD 13 Approximation),"36081059800","4413",6172.23569620000,2227865.42179000005
"162","3",Brooklyn,"016200","3016200",,Bay Ridge,BK1001,BK10,BK10 Bay Ridge-Dyker Heights (CD 10 Approximation),"36047016200","4310",8457.82361024000,2542366.48670999985
"164","3",Brooklyn,"016400","3016400",,Fort Hamilton,BK1061,BK10,BK10 Bay Ridge-Dyker Heights (CD 10 Approximation),"36047016400","4310",16460.95202020000,8464620.16132999957
"460","2",Bronx,"046000","2046000",,Eastchester-Edenwald-Baychester,BX1202,BX12,BX12 Wakefield-Williamsbridge-Eastchester (CD 12 Approximation),"36005046000","4212",7510.86085926000,3096852.86321000010
"297","1",Manhattan,"029700","1029700",,Inwood Hill Park,MN1292,MN12,MN12 Washington Heights-Inwood (CD 12 Equivalent),"36061029700","4112",20537.20531500000,10007466.94940000027
"1567","4",Queens,"156700","4156700",,Bellerose,QN1302,QN13,QN13 Queens Village-Bellerose-Rosedale (CD 13 Approximation),"36081156700","4413",26164.05979290000,15837098.92549999803
"1621","4",Queens,"162100","4162100",,Bellerose,QN1302,QN13,QN13 Queens Village-Bellerose-Rosedale (CD 13 Approximation),"36081162100","4413",13354.28328010000,7760741.42870000005
"317.04","1",Manhattan,"031704","1031704",,Financial District-Battery Park City,MN0101,MN01,MN01 Financial District-Tribeca (CD 1 Equivalent),"36061031704","4121",9120.55316084000,2411839.49232999980
"981","4",Queens,"098100","4098100",,Whitestone-Beechhurst,QN0702,QN07,QN07 Flushing-Murray Hill-Whitestone (CD 7 Approximation),"36081098100","4407",20984.88900230000,6966183.65134999901
"987","4",Queens,"098700","4098700",,Whitestone-Beechhurst,QN0702,QN07,QN07 Flushing-Murray Hill-Whitestone (CD 7 Approximation),"36081098700","4407",19954.94353460000,7208254.60171000101
"310","2",Bronx,"031000","2031000",,Pelham Gardens,BX1103,BX11,BX11 Pelham Parkway-Morris Park (CD 11 Approximation),"36005031000","4211",10749.38730730000,6884023.25714999903
"356","2",Bronx,"035600","2035600",,Eastchester-Edenwald-Baychester,BX1202,BX12,BX12 Wakefield-Williamsbridge-Eastchester (CD 12 Approximation),"36005035600","4212",11247.06141400000,4342980.08198999986
"264","2",Bronx,"026400","2026400",,Throgs Neck-Schuylerville,BX1002,BX10,BX10 Co-op City-Throgs Neck (CD 10 Approximation),"36005026400","4210",9591.39240379000,4598804.15443999972
"194","2",Bronx,"019400","2019400",,Throgs Neck-Schuylerville,BX1002,BX10,BX10 Co-op City-Throgs Neck (CD 10 Approximation),"36005019400","4210",13967.58877700000,8674375.31811000034
"451.02","2",Bronx,"045102","2045102",,Wakefield-Woodlawn,BX1203,BX12,BX12 Wakefield-Williamsbridge-Eastchester (CD 12 Approximation),"36005045102","4212",8578.18765006000,2286399.94962000009
"616.02","4",Queens,"061602","4061602",,Rosedale,QN1307,QN13,QN13 Queens Village-Bellerose-Rosedale (CD 13 Approximation),"36081061602","4413",10075.77697680000,4552904.45291000046
"638","4",Queens,"063800","4063800",,Rosedale,QN1307,QN13,QN13 Queens Village-Bellerose-Rosedale (CD 13 Approximation),"36081063800","4413",12273.31057460000,7406880.94180000015
"15.01","3",Brooklyn,"001501","3001501",,Downtown Brooklyn-DUMBO-Boerum Hill,BK0202,BK02,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),"36047001501","4302",6693.22525679000,1776325.06511000008
"23","3",Brooklyn,"002300","3002300",,Downtown Brooklyn-DUMBO-Boerum Hill,BK0202,BK02,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),"36047002300","4302",6287.87389857000,1961474.09875999996
"194","1",Manhattan,"019400","1019400",,East Harlem (North),MN1102,MN11,MN11 East Harlem (CD 11 Equivalent),"36061019400","4111",5528.87200704000,1882581.73032000009
"242","1",Manhattan,"024200","1024200",,East Harlem (North),MN1102,MN11,MN11 East Harlem (CD 11 Equivalent),"36061024200","4111",9383.16579406000,3716549.84021000005
"52","2",Bronx,"005200","2005200",,Soundview-Bruckner-Bronx River,BX0901,BX09,BX09 Soundview-Parkchester (CD 9 Approximation),"36005005200","4209",5768.45798969000,2011352.11724000005
"123","2",Bronx,"012300","2012300",,Crotona Park East,BX0303,BX03,BX03 Morrisania-Crotona Park East (CD 3 Approximation),"36005012300","4263",11636.48720070000,3207261.20514000021
"551","3",Brooklyn,"055100","3055100",,Williamsburg,BK0102,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),"36047055100","4301",7122.61798513000,2510822.12305000005
"555","3",Brooklyn,"055500","3055500",,Williamsburg,BK0102,BK01,BK01 Williamsburg-Greenpoint (CD 1 Equivalent),"36047055500","4301",7291.56566125000,2830476.76254000003
"227.01","2",Bronx,"022701","2022701",,Mount Hope,BX0502,BX05,BX05 Morris Heights-Mount Hope (CD 5 Approximation),"36005022701","4205",4896.08443587000,1257526.85074999998
